sample_number,stage_number,stage_name,image_filename,detected_class,confidence,x1,y1,x2,y2,box_width,box_height,inference_time_ms
sample_011,1,previous_no_occlusion,1_previous_no_occlusion.jpg,person,0.16059,1407.46,508.53,1443.71,637.82,36.24,129.29,155.01
sample_011,1,previous_no_occlusion,1_previous_no_occlusion.jpg,person,0.14522,1407.56,510.89,1444.54,630.52,36.98,119.63,155.01
sample_011,1,previous_no_occlusion,1_previous_no_occlusion.jpg,person,0.14394,1408.39,513.58,1440.21,634.4,31.81,120.83,155.01
sample_011,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.1188,1107.62,459.94,1141.39,550.83,33.77,90.9,155.01
sample_011,1,previous_no_occlusion,1_previous_no_occlusion.jpg,person,0.09774,1057.14,539.43,1076.03,587.96,18.89,48.52,155.01
sample_011,1,previous_no_occlusion,1_previous_no_occlusion.jpg,person,0.09674,949.46,490.68,973.65,554.1,24.18,63.42,155.01
sample_011,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.08531,1490.96,561.07,1535.7,594.39,44.74,33.31,155.01
sample_011,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.07837,0.0,483.62,229.43,622.46,229.43,138.84,155.01
sample_011,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.0652,101.52,520.94,224.17,620.11,122.65,99.17,155.01
sample_011,1,previous_no_occlusion,1_previous_no_occlusion.jpg,person,0.06235,947.23,493.69,968.61,554.2,21.38,60.51,155.01
sample_011,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.05822,1057.14,539.43,1076.03,587.96,18.89,48.52,155.01
sample_011,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.05617,631.32,450.13,671.11,491.99,39.79,41.86,155.01
sample_011,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.05487,632.41,450.47,683.43,494.13,51.02,43.67,155.01
sample_011,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.05435,638.55,446.21,682.12,491.33,43.57,45.12,155.01
sample_011,1,previous_no_occlusion,1_previous_no_occlusion.jpg,person,0.05125,713.85,537.7,744.53,606.15,30.68,68.45,155.01
sample_011,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.05092,630.96,447.22,680.77,489.76,49.82,42.54,155.01
sample_011,2,first_partial_occlusion,2_first_partial_occlusion.jpg,car,0.90482,33.4,468.42,579.5,808.29,546.1,339.87,148.43
sample_011,2,first_partial_occlusion,2_first_partial_occlusion.jpg,person,0.75358,0.0,587.27,290.68,896.42,290.68,309.15,148.43
sample_011,2,first_partial_occlusion,2_first_partial_occlusion.jpg,person,0.74471,749.73,523.2,785.98,627.77,36.26,104.57,148.43
sample_011,2,first_partial_occlusion,2_first_partial_occlusion.jpg,person,0.49346,642.01,530.33,694.35,685.87,52.34,155.54,148.43
sample_011,2,first_partial_occlusion,2_first_partial_occlusion.jpg,person,0.49268,1474.6,515.02,1514.44,625.23,39.84,110.21,148.43
sample_011,2,first_partial_occlusion,2_first_partial_occlusion.jpg,person,0.35168,1419.97,496.08,1443.67,572.25,23.71,76.18,148.43
sample_011,2,first_partial_occlusion,2_first_partial_occlusion.jpg,person,0.34311,694.65,524.96,732.6,625.13,37.95,100.17,148.43
sample_011,2,first_partial_occlusion,2_first_partial_occlusion.jpg,person,0.33045,1181.68,524.44,1223.81,633.26,42.13,108.82,148.43
sample_011,2,first_partial_occlusion,2_first_partial_occlusion.jpg,umbrella,0.31389,636.86,489.73,727.51,543.27,90.65,53.54,148.43
sample_011,2,first_partial_occlusion,2_first_partial_occlusion.jpg,person,0.18232,1040.12,485.95,1062.5,519.45,22.37,33.5,148.43
sample_011,2,first_partial_occlusion,2_first_partial_occlusion.jpg,car,0.1169,0.0,556.03,21.07,624.32,21.07,68.29,148.43
sample_011,2,first_partial_occlusion,2_first_partial_occlusion.jpg,traffic light,0.10495,1124.08,446.72,1157.82,522.71,33.75,75.99,148.43
sample_011,2,first_partial_occlusion,2_first_partial_occlusion.jpg,person,0.10023,698.73,518.35,741.18,626.84,42.44,108.49,148.43
sample_011,2,first_partial_occlusion,2_first_partial_occlusion.jpg,car,0.09886,0.5,468.97,108.92,600.7,108.42,131.73,148.43
sample_011,2,first_partial_occlusion,2_first_partial_occlusion.jpg,car,0.097,574.27,498.87,653.11,569.32,78.84,70.45,148.43
sample_011,2,first_partial_occlusion,2_first_partial_occlusion.jpg,person,0.09228,1096.65,522.05,1124.19,608.82,27.54,86.77,148.43
sample_011,2,first_partial_occlusion,2_first_partial_occlusion.jpg,traffic light,0.08468,1125.06,431.58,1162.18,523.92,37.12,92.34,148.43
sample_011,2,first_partial_occlusion,2_first_partial_occlusion.jpg,person,0.07405,905.9,470.6,948.24,563.4,42.34,92.8,148.43
sample_011,2,first_partial_occlusion,2_first_partial_occlusion.jpg,person,0.05812,1014.44,487.42,1033.32,519.45,18.88,32.03,148.43
sample_011,2,first_partial_occlusion,2_first_partial_occlusion.jpg,traffic light,0.05789,1114.5,441.35,1156.97,525.59,42.47,84.24,148.43
sample_011,2,first_partial_occlusion,2_first_partial_occlusion.jpg,car,0.05427,571.44,489.39,732.76,563.32,161.33,73.92,148.43
sample_011,2,first_partial_occlusion,2_first_partial_occlusion.jpg,car,0.05269,1513.99,537.39,1562.48,567.16,48.5,29.77,148.43
sample_011,3,full_occlusion,3_full_occlusion.jpg,person,0.69611,768.47,505.04,799.73,609.36,31.26,104.33,147.59
sample_011,3,full_occlusion,3_full_occlusion.jpg,person,0.65812,669.53,517.03,733.83,676.56,64.3,159.53,147.59
sample_011,3,full_occlusion,3_full_occlusion.jpg,person,0.37728,1256.58,504.55,1301.62,618.41,45.04,113.85,147.59
sample_011,3,full_occlusion,3_full_occlusion.jpg,car,0.36439,578.86,473.8,765.19,553.87,186.33,80.07,147.59
sample_011,3,full_occlusion,3_full_occlusion.jpg,person,0.33281,1430.85,478.9,1463.12,554.41,32.27,75.51,147.59
sample_011,3,full_occlusion,3_full_occlusion.jpg,tv,0.20837,1368.7,270.77,1545.2,345.04,176.5,74.27,147.59
sample_011,3,full_occlusion,3_full_occlusion.jpg,car,0.19942,0.0,387.49,381.87,787.17,381.87,399.68,147.59
sample_011,3,full_occlusion,3_full_occlusion.jpg,bus,0.19547,0.0,387.49,381.87,787.17,381.87,399.68,147.59
sample_011,3,full_occlusion,3_full_occlusion.jpg,tv,0.18173,794.93,284.27,894.55,346.01,99.62,61.74,147.59
sample_011,3,full_occlusion,3_full_occlusion.jpg,umbrella,0.17631,662.48,477.93,761.41,523.82,98.93,45.89,147.59
sample_011,3,full_occlusion,3_full_occlusion.jpg,truck,0.1335,0.0,387.49,381.87,787.17,381.87,399.68,147.59
sample_011,3,full_occlusion,3_full_occlusion.jpg,person,0.11345,710.69,514.87,748.61,605.86,37.91,90.98,147.59
sample_011,3,full_occlusion,3_full_occlusion.jpg,tv,0.10987,1162.77,271.74,1332.73,349.7,169.95,77.95,147.59
sample_011,3,full_occlusion,3_full_occlusion.jpg,car,0.10498,363.26,460.25,460.4,581.84,97.15,121.59,147.59
sample_011,3,full_occlusion,3_full_occlusion.jpg,clock,0.09768,418.87,419.74,474.8,478.9,55.93,59.16,147.59
sample_011,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.09661,654.38,402.07,679.99,452.29,25.61,50.23,147.59
sample_011,3,full_occlusion,3_full_occlusion.jpg,person,0.09382,1426.23,481.54,1452.46,554.36,26.22,72.82,147.59
sample_011,3,full_occlusion,3_full_occlusion.jpg,person,0.09304,1492.39,496.8,1516.14,560.95,23.76,64.14,147.59
sample_011,3,full_occlusion,3_full_occlusion.jpg,truck,0.09111,578.86,473.8,765.19,553.87,186.33,80.07,147.59
sample_011,3,full_occlusion,3_full_occlusion.jpg,truck,0.08835,363.26,460.25,460.4,581.84,97.15,121.59,147.59
sample_011,3,full_occlusion,3_full_occlusion.jpg,person,0.08398,1491.38,493.25,1515.23,558.96,23.85,65.71,147.59
sample_011,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.08298,634.26,402.53,679.69,455.38,45.43,52.85,147.59
sample_011,3,full_occlusion,3_full_occlusion.jpg,tv,0.08261,968.33,262.71,1138.17,353.67,169.84,90.96,147.59
sample_011,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.06468,1160.18,403.04,1197.69,484.93,37.51,81.89,147.59
sample_011,3,full_occlusion,3_full_occlusion.jpg,bus,0.06312,363.26,460.25,460.4,581.84,97.15,121.59,147.59
sample_011,3,full_occlusion,3_full_occlusion.jpg,tv,0.05523,1367.54,274.18,1491.91,341.42,124.37,67.24,147.59
sample_011,3,full_occlusion,3_full_occlusion.jpg,car,0.05297,1538.92,512.4,1598.35,561.44,59.43,49.04,147.59
sample_011,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.05272,655.32,407.14,678.47,453.06,23.15,45.92,147.59
sample_011,3,full_occlusion,3_full_occlusion.jpg,car,0.05116,0.36,394.46,380.91,868.22,380.56,473.76,147.59
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,car,0.61113,0.52,438.82,170.48,755.24,169.96,316.42,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,truck,0.58156,3.69,371.97,487.86,577.63,484.18,205.66,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,umbrella,0.56439,768.29,460.03,884.82,509.74,116.52,49.71,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,person,0.5355,769.72,502.16,832.9,673.11,63.18,170.95,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,car,0.45123,0.17,436.37,172.05,826.23,171.88,389.86,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,car,0.38175,160.33,477.05,324.19,578.53,163.86,101.48,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,person,0.2429,845.59,505.54,873.26,594.7,27.66,89.16,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,person,0.20329,1293.31,473.57,1327.12,576.43,33.81,102.86,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,tv,0.18957,1254.16,224.4,1445.95,314.6,191.79,90.2,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,tv,0.17471,1484.89,224.65,1599.14,311.96,114.24,87.31,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,person,0.15697,842.68,507.21,872.18,595.7,29.51,88.5,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,car,0.14975,623.32,455.82,780.76,531.53,157.44,75.71,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,tv,0.13383,1483.89,226.74,1598.98,303.79,115.09,77.05,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,car,0.12549,633.18,456.48,778.56,533.07,145.38,76.59,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,truck,0.11908,1304.0,433.5,1465.49,536.25,161.49,102.75,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,person,0.11561,1148.58,442.85,1175.76,479.4,27.18,36.55,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,truck,0.11378,329.87,441.09,486.71,572.68,156.84,131.6,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,person,0.11093,742.5,497.32,774.28,586.78,31.78,89.46,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,person,0.10475,1516.54,455.02,1546.25,531.44,29.71,76.43,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,person,0.09967,741.89,494.83,781.53,588.07,39.64,93.24,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,person,0.09631,767.41,498.84,832.19,672.8,64.78,173.96,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,car,0.09247,1304.0,433.5,1465.49,536.25,161.49,102.75,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,person,0.08784,1410.41,462.34,1473.52,601.86,63.11,139.53,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,tv,0.08504,1044.1,221.65,1225.15,314.32,181.05,92.67,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,person,0.0771,1534.59,459.31,1565.6,530.66,31.01,71.35,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,person,0.07206,1414.28,508.02,1458.43,601.77,44.15,93.75,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,person,0.07008,843.56,507.19,871.22,596.11,27.65,88.92,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,car,0.06736,116.75,487.05,167.29,554.32,50.55,67.27,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,truck,0.06421,480.0,408.23,775.93,532.51,295.93,124.27,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,car,0.0635,110.58,477.49,316.35,580.02,205.78,102.52,152.71
sample_011,4,first_partial_appearance,4_first_partial_appearance.jpg,truck,0.05661,0.17,436.37,172.05,826.23,171.88,389.86,152.71
sample_011,5,full_appearance,5_full_appearance.jpg,person,0.73469,971.06,511.11,1044.31,702.6,73.24,191.5,138.2
sample_011,5,full_appearance,5_full_appearance.jpg,car,0.59491,77.68,427.91,303.81,611.86,226.12,183.95,138.2
sample_011,5,full_appearance,5_full_appearance.jpg,person,0.58352,898.65,514.86,932.37,600.28,33.72,85.42,138.2
sample_011,5,full_appearance,5_full_appearance.jpg,car,0.56574,777.76,457.29,953.9,533.54,176.15,76.24,138.2
sample_011,5,full_appearance,5_full_appearance.jpg,car,0.52454,0.16,502.39,37.96,700.44,37.8,198.05,138.2
sample_011,5,full_appearance,5_full_appearance.jpg,person,0.3581,1552.27,469.56,1582.84,579.8,30.57,110.24,138.2
sample_011,5,full_appearance,5_full_appearance.jpg,car,0.3505,462.33,441.12,623.73,578.12,161.4,137.0,138.2
sample_011,5,full_appearance,5_full_appearance.jpg,car,0.21984,291.15,482.69,468.8,586.93,177.65,104.24,138.2
sample_011,5,full_appearance,5_full_appearance.jpg,traffic light,0.1855,828.97,374.6,881.49,433.13,52.52,58.53,138.2
sample_011,5,full_appearance,5_full_appearance.jpg,traffic light,0.17963,858.7,376.65,884.35,431.21,25.65,54.56,138.2
sample_011,5,full_appearance,5_full_appearance.jpg,umbrella,0.16088,962.22,464.86,1085.46,525.24,123.24,60.39,138.2
sample_011,5,full_appearance,5_full_appearance.jpg,car,0.14113,957.27,463.17,1206.7,555.72,249.43,92.55,138.2
sample_011,5,full_appearance,5_full_appearance.jpg,car,0.12284,964.13,464.8,1099.25,552.85,135.12,88.05,138.2
sample_011,5,full_appearance,5_full_appearance.jpg,umbrella,0.10106,967.22,464.42,1085.57,509.22,118.35,44.8,138.2
sample_011,5,full_appearance,5_full_appearance.jpg,truck,0.09188,77.68,427.91,303.81,611.86,226.12,183.95,138.2
sample_011,5,full_appearance,5_full_appearance.jpg,truck,0.08236,462.33,441.12,623.73,578.12,161.4,137.0,138.2
sample_011,5,full_appearance,5_full_appearance.jpg,person,0.07885,1319.32,440.62,1348.6,477.0,29.28,36.38,138.2
sample_011,5,full_appearance,5_full_appearance.jpg,traffic light,0.0613,825.38,380.67,848.33,429.77,22.95,49.1,138.2
sample_011,5,full_appearance,5_full_appearance.jpg,person,0.05689,1381.07,442.77,1413.36,490.8,32.29,48.03,138.2
sample_011,5,full_appearance,5_full_appearance.jpg,car,0.05277,0.43,428.58,295.82,609.89,295.39,181.31,138.2
sample_011,5,full_appearance,5_full_appearance.jpg,traffic light,0.05024,831.15,383.55,859.54,434.77,28.39,51.22,138.2
sample_012,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.75398,642.43,463.63,1037.2,838.19,394.77,374.56,142.26
sample_012,1,previous_no_occlusion,1_previous_no_occlusion.jpg,person,0.70099,466.7,532.32,527.76,671.95,61.06,139.63,142.26
sample_012,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.42757,208.97,504.49,360.04,613.52,151.06,109.03,142.26
sample_012,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.33275,0.48,475.91,100.29,596.03,99.82,120.12,142.26
sample_012,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.18345,1026.71,568.34,1127.48,642.25,100.77,73.91,142.26
sample_012,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.14949,1126.29,570.28,1263.78,648.69,137.49,78.41,142.26
sample_012,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.1271,117.25,496.37,262.9,608.49,145.65,112.11,142.26
sample_012,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.11654,420.67,513.45,488.27,607.66,67.6,94.21,142.26
sample_012,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.10857,121.05,501.28,361.03,614.37,239.98,113.09,142.26
sample_012,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.0684,1025.84,568.65,1126.0,642.4,100.16,73.75,142.26
sample_012,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.06308,643.48,567.78,1034.79,839.01,391.31,271.23,142.26
sample_012,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.06167,647.63,465.46,1026.39,665.14,378.76,199.68,142.26
sample_012,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.0595,651.79,464.98,1031.29,619.01,379.5,154.03,142.26
sample_012,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.05947,75.57,538.04,122.36,583.26,46.79,45.22,142.26
sample_012,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.05685,159.23,240.23,218.88,299.8,59.65,59.57,142.26
sample_012,1,previous_no_occlusion,1_previous_no_occlusion.jpg,truck,0.05541,208.97,504.49,360.04,613.52,151.06,109.03,142.26
sample_012,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.0548,88.51,388.0,108.53,424.92,20.02,36.93,142.26
sample_012,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.05074,361.73,559.34,413.3,608.72,51.57,49.38,142.26
sample_012,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.05008,414.05,512.33,536.98,611.18,122.93,98.85,142.26
sample_012,2,first_partial_occlusion,2_first_partial_occlusion.jpg,car,0.92004,575.34,472.52,970.6,824.61,395.26,352.09,169.06
sample_012,2,first_partial_occlusion,2_first_partial_occlusion.jpg,car,0.48788,1548.09,649.41,1599.24,820.88,51.16,171.47,169.06
sample_012,2,first_partial_occlusion,2_first_partial_occlusion.jpg,car,0.46833,409.1,516.68,524.69,619.16,115.6,102.48,169.06
sample_012,2,first_partial_occlusion,2_first_partial_occlusion.jpg,person,0.40793,1000.72,566.4,1044.91,655.3,44.19,88.89,169.06
sample_012,2,first_partial_occlusion,2_first_partial_occlusion.jpg,car,0.30764,247.42,545.77,342.17,620.92,94.76,75.15,169.06
sample_012,2,first_partial_occlusion,2_first_partial_occlusion.jpg,traffic light,0.28713,203.39,144.2,292.93,300.64,89.54,156.44,169.06
sample_012,2,first_partial_occlusion,2_first_partial_occlusion.jpg,truck,0.27066,952.65,479.62,1260.37,653.84,307.72,174.22,169.06
sample_012,2,first_partial_occlusion,2_first_partial_occlusion.jpg,person,0.23161,1515.9,560.92,1544.65,621.82,28.74,60.9,169.06
sample_012,2,first_partial_occlusion,2_first_partial_occlusion.jpg,car,0.22576,0.13,525.6,75.93,591.09,75.8,65.49,169.06
sample_012,2,first_partial_occlusion,2_first_partial_occlusion.jpg,traffic light,0.13217,100.17,224.92,164.77,291.59,64.61,66.66,169.06
sample_012,2,first_partial_occlusion,2_first_partial_occlusion.jpg,car,0.10893,61.1,517.73,108.32,582.35,47.22,64.62,169.06
sample_012,2,first_partial_occlusion,2_first_partial_occlusion.jpg,person,0.10447,1519.2,561.41,1544.72,621.03,25.53,59.63,169.06
sample_012,2,first_partial_occlusion,2_first_partial_occlusion.jpg,car,0.09976,188.69,507.11,341.51,620.73,152.82,113.63,169.06
sample_012,2,first_partial_occlusion,2_first_partial_occlusion.jpg,bus,0.08831,952.65,479.62,1260.37,653.84,307.72,174.22,169.06
sample_012,2,first_partial_occlusion,2_first_partial_occlusion.jpg,traffic light,0.08566,250.98,146.19,292.53,225.6,41.55,79.41,169.06
sample_012,2,first_partial_occlusion,2_first_partial_occlusion.jpg,person,0.07976,564.59,518.43,628.89,670.85,64.29,152.42,169.06
sample_012,2,first_partial_occlusion,2_first_partial_occlusion.jpg,car,0.07787,1.02,522.21,104.68,589.89,103.66,67.68,169.06
sample_012,2,first_partial_occlusion,2_first_partial_occlusion.jpg,car,0.07726,239.67,511.94,341.58,619.25,101.91,107.3,169.06
sample_012,2,first_partial_occlusion,2_first_partial_occlusion.jpg,car,0.06823,60.15,530.34,107.56,584.49,47.41,54.15,169.06
sample_012,2,first_partial_occlusion,2_first_partial_occlusion.jpg,car,0.06448,46.47,528.83,105.4,585.39,58.93,56.56,169.06
sample_012,2,first_partial_occlusion,2_first_partial_occlusion.jpg,car,0.05848,564.59,518.43,628.89,670.85,64.29,152.42,169.06
sample_012,2,first_partial_occlusion,2_first_partial_occlusion.jpg,car,0.05659,1254.0,578.88,1311.45,613.71,57.45,34.83,169.06
sample_012,2,first_partial_occlusion,2_first_partial_occlusion.jpg,car,0.05435,574.28,518.81,629.18,602.35,54.9,83.54,169.06
sample_012,3,full_occlusion,3_full_occlusion.jpg,car,0.91928,536.27,478.32,933.63,823.53,397.36,345.21,160.1
sample_012,3,full_occlusion,3_full_occlusion.jpg,person,0.6673,1031.82,568.17,1066.67,657.11,34.85,88.94,160.1
sample_012,3,full_occlusion,3_full_occlusion.jpg,person,0.60381,1261.41,571.84,1287.04,656.35,25.62,84.51,160.1
sample_012,3,full_occlusion,3_full_occlusion.jpg,person,0.60306,980.27,564.0,1007.76,645.17,27.49,81.17,160.1
sample_012,3,full_occlusion,3_full_occlusion.jpg,car,0.47249,178.66,507.09,333.4,624.67,154.74,117.57,160.1
sample_012,3,full_occlusion,3_full_occlusion.jpg,person,0.36706,1494.11,556.39,1528.02,623.52,33.92,67.13,160.1
sample_012,3,full_occlusion,3_full_occlusion.jpg,person,0.22518,537.33,507.52,636.77,777.9,99.44,270.38,160.1
sample_012,3,full_occlusion,3_full_occlusion.jpg,car,0.22049,1552.07,615.71,1599.23,795.69,47.16,179.98,160.1
sample_012,3,full_occlusion,3_full_occlusion.jpg,person,0.21993,1023.63,523.45,1066.48,655.44,42.86,131.99,160.1
sample_012,3,full_occlusion,3_full_occlusion.jpg,person,0.19935,1552.07,615.71,1599.23,795.69,47.16,179.98,160.1
sample_012,3,full_occlusion,3_full_occlusion.jpg,car,0.18888,398.73,519.98,516.4,620.94,117.67,100.95,160.1
sample_012,3,full_occlusion,3_full_occlusion.jpg,car,0.13298,318.54,550.92,387.89,616.12,69.35,65.2,160.1
sample_012,3,full_occlusion,3_full_occlusion.jpg,car,0.13076,0.0,523.21,42.81,596.7,42.81,73.49,160.1
sample_012,3,full_occlusion,3_full_occlusion.jpg,car,0.1068,217.61,546.4,333.37,623.64,115.76,77.23,160.1
sample_012,3,full_occlusion,3_full_occlusion.jpg,truck,0.08729,178.66,507.09,333.4,624.67,154.74,117.57,160.1
sample_012,3,full_occlusion,3_full_occlusion.jpg,car,0.08491,338.17,576.01,390.69,617.74,52.51,41.73,160.1
sample_012,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.06684,147.73,177.7,183.85,215.14,36.12,37.44,160.1
sample_012,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.06331,19.78,199.94,94.66,266.35,74.88,66.41,160.1
sample_012,3,full_occlusion,3_full_occlusion.jpg,person,0.05933,1026.06,527.08,1068.59,655.01,42.52,127.93,160.1
sample_012,4,first_partial_appearance,4_first_partial_appearance.jpg,car,0.87458,214.65,477.45,726.75,808.58,512.1,331.13,162.85
sample_012,4,first_partial_appearance,4_first_partial_appearance.jpg,person,0.54148,1128.31,557.03,1168.95,647.86,40.64,90.83,162.85
sample_012,4,first_partial_appearance,4_first_partial_appearance.jpg,person,0.38331,746.84,542.67,775.27,635.01,28.43,92.34,162.85
sample_012,4,first_partial_appearance,4_first_partial_appearance.jpg,person,0.36424,746.24,541.81,776.05,635.21,29.81,93.39,162.85
sample_012,4,first_partial_appearance,4_first_partial_appearance.jpg,car,0.22579,49.17,488.09,227.64,622.17,178.47,134.09,162.85
sample_012,4,first_partial_appearance,4_first_partial_appearance.jpg,person,0.19657,1054.72,536.92,1082.48,637.19,27.75,100.27,162.85
sample_012,4,first_partial_appearance,4_first_partial_appearance.jpg,car,0.16449,0.69,485.16,226.32,623.75,225.63,138.59,162.85
sample_012,4,first_partial_appearance,4_first_partial_appearance.jpg,person,0.16059,1407.46,508.53,1443.71,637.82,36.24,129.29,162.85
sample_012,4,first_partial_appearance,4_first_partial_appearance.jpg,person,0.14522,1407.56,510.89,1444.54,630.52,36.98,119.63,162.85
sample_012,4,first_partial_appearance,4_first_partial_appearance.jpg,person,0.14394,1408.39,513.58,1440.21,634.4,31.81,120.83,162.85
sample_012,4,first_partial_appearance,4_first_partial_appearance.jpg,traffic light,0.1188,1107.62,459.94,1141.39,550.83,33.77,90.9,162.85
sample_012,4,first_partial_appearance,4_first_partial_appearance.jpg,person,0.09774,1057.14,539.43,1076.03,587.96,18.89,48.52,162.85
sample_012,4,first_partial_appearance,4_first_partial_appearance.jpg,person,0.09674,949.46,490.68,973.65,554.1,24.18,63.42,162.85
sample_012,4,first_partial_appearance,4_first_partial_appearance.jpg,car,0.08531,1490.96,561.07,1535.7,594.39,44.74,33.31,162.85
sample_012,4,first_partial_appearance,4_first_partial_appearance.jpg,car,0.07837,0.0,483.62,229.43,622.46,229.43,138.84,162.85
sample_012,4,first_partial_appearance,4_first_partial_appearance.jpg,car,0.0652,101.52,520.94,224.17,620.11,122.65,99.17,162.85
sample_012,4,first_partial_appearance,4_first_partial_appearance.jpg,person,0.06235,947.23,493.69,968.61,554.2,21.38,60.51,162.85
sample_012,4,first_partial_appearance,4_first_partial_appearance.jpg,traffic light,0.05822,1057.14,539.43,1076.03,587.96,18.89,48.52,162.85
sample_012,4,first_partial_appearance,4_first_partial_appearance.jpg,traffic light,0.05617,631.32,450.13,671.11,491.99,39.79,41.86,162.85
sample_012,4,first_partial_appearance,4_first_partial_appearance.jpg,traffic light,0.05487,632.41,450.47,683.43,494.13,51.02,43.67,162.85
sample_012,4,first_partial_appearance,4_first_partial_appearance.jpg,traffic light,0.05435,638.55,446.21,682.12,491.33,43.57,45.12,162.85
sample_012,4,first_partial_appearance,4_first_partial_appearance.jpg,person,0.05125,713.85,537.7,744.53,606.15,30.68,68.45,162.85
sample_012,4,first_partial_appearance,4_first_partial_appearance.jpg,traffic light,0.05092,630.96,447.22,680.77,489.76,49.82,42.54,162.85
sample_012,5,full_appearance,5_full_appearance.jpg,car,0.90482,33.4,468.42,579.5,808.29,546.1,339.87,147.19
sample_012,5,full_appearance,5_full_appearance.jpg,person,0.75358,0.0,587.27,290.68,896.42,290.68,309.15,147.19
sample_012,5,full_appearance,5_full_appearance.jpg,person,0.74471,749.73,523.2,785.98,627.77,36.26,104.57,147.19
sample_012,5,full_appearance,5_full_appearance.jpg,person,0.49346,642.01,530.33,694.35,685.87,52.34,155.54,147.19
sample_012,5,full_appearance,5_full_appearance.jpg,person,0.49268,1474.6,515.02,1514.44,625.23,39.84,110.21,147.19
sample_012,5,full_appearance,5_full_appearance.jpg,person,0.35168,1419.97,496.08,1443.67,572.25,23.71,76.18,147.19
sample_012,5,full_appearance,5_full_appearance.jpg,person,0.34311,694.65,524.96,732.6,625.13,37.95,100.17,147.19
